exchange,symbol,company
XNSE,SUNCLAYLTD_UADJ,Sundaram-Clayton Ltd. (SUNCLAYLTD) Unadjusted Stock Prices
XNSE,MFH37131JDG2_UADJ,HDFC Asset Management Company Ltd. (MFH37131JDG2) Unadjusted Stock Prices
XNSE,ESSAROIL,Essar Oil Ltd. (ESSAROIL)
XNSE,PNEUMATIC_UADJ,Pneumatic Holdings Ltd. (PNEUMATIC) Unadjusted Stock Prices
XNSE,IMFA_UADJ,Indian Metals & Ferro Alloys Ltd. (IMFA) Unadjusted Stock Prices
XNSE,EROSMEDIA_UADJ,Eros International Media Ltd (EROSMEDIA) Unadjusted Stock Prices
XNSE,WELENT_UADJ,Welspun Enterprises Ltd. (WELENT) Unadjusted Stock Prices
XNSE,TRF_UADJ,TRF Ltd. (TRF) Unadjusted Stock Prices
XNSE,SADBHIN,Sadbhav Infrastructure Project Limited (SADBHIN)
XNSE,NOCIL,NOCIL Ltd. (NOCIL)
XNSE,NESCO,NESCO Ltd. (NESCO)
XNSE,JSLHISAR,Jindal Stainless (Hisar) Ltd (JSLHISAR)
XNSE,MFDPRMABGP_UADJ,DHFL Pramerica Asset Managers Private Limited (MFDPRMABGP) Unadjusted Stock Prices
XNSE,TASTYBITE_UADJ,Tasty Bite Eatables Ltd. (TASTYBITE) Unadjusted Stock Prices
XNSE,TIRUMALCHM,Thirumalai Chemicals Ltd. (TIRUMALCHM)
XNSE,TIMETECHNO_UADJ,Time Technoplast Ltd. (TIMETECHNO) Unadjusted Stock Prices
XNSE,SHRENUJ,Shrenuj & Co. Ltd. (SHRENUJ)
XNSE,SGL,STL Global Limited (SGL)
XNSE,PENPEBS_UADJ,Pennar Engineered Building Systems Ltd. (PENPEBS) Unadjusted Stock Prices
XNSE,DSSL_UADJ,Dynacons Systems & Solutions Ltd. (DSSL) Unadjusted Stock Prices
XNSE,GOLDIWIN_UADJ,ICICI Prudential Asset Management Company Ltd. (GOLDIWIN) Unadjusted Stock Prices
XNSE,CHEMFALKAL,Chemfab Alkalis Ltd. (CHEMFALKAL)
XNSE,ANIKINDS,Anik Industries Ltd. (ANIKINDS)
XNSE,ATULAUTO_UADJ,Atul Auto Ltd. (ATULAUTO) Unadjusted Stock Prices
XNSE,BEML_UADJ,BEML Ltd. (BEML) Unadjusted Stock Prices
XNSE,VOLTAMP_UADJ,Voltamp Transformers Ltd. (VOLTAMP) Unadjusted Stock Prices
XNSE,QUINTEGRA_UADJ,Quintegra Solutions Ltd. (QUINTEGRA) Unadjusted Stock Prices
XNSE,RPOWER_UADJ,Reliance Power Ltd (RPOWER) Unadjusted Stock Prices
XNSE,GBSGBMAR24,India (GBSGBMAR24)
XNSE,TAJGVK,Taj GVK Hotels & Resorts Ltd. (TAJGVK)
XNSE,SANGHIIND_UADJ,Sanghi Industries Ltd. (SANGHIIND) Unadjusted Stock Prices
XNSE,PALREDTEC_UADJ,Palred Technologies Ltd. (PALREDTEC) Unadjusted Stock Prices
XNSE,MARICO_UADJ,Marico Ltd. (MARICO) Unadjusted Stock Prices
XNSE,INDUSINDBK,IndusInd Bank Ltd. (INDUSINDBK)
XNSE,ADVANIHOTR,Advani Hotels & Resorts (India) Ltd. (ADVANIHOTR)
XNSE,BHARATFIN_UADJ,Bharat Financial Inclusion Ltd (BHARATFIN) Unadjusted Stock Prices
XNSE,3IINFOTECH,3i Infotech Ltd. (3IINFOTECH)
XNSE,PLETHICO_UADJ,Plethico Pharmaceuticals Ltd. (PLETHICO) Unadjusted Stock Prices
XNSE,PARAGMILK,Parag Milk Foods Ltd (PARAGMILK)
XNSE,PRICOLLTD,Pricol Ltd. (PRICOLLTD)
XNSE,TI_UADJ,Tilaknagar Industries Ltd. (TI) Unadjusted Stock Prices
XNSE,NMDC_UADJ,NMDC Ltd. (NMDC) Unadjusted Stock Prices
XNSE,VIVIMEDLAB,Vivimed Labs Ltd. (VIVIMEDLAB)
XNSE,THANGAMAYL_UADJ,Thangamayil Jewellery Limited (THANGAMAYL) Unadjusted Stock Prices
XNSE,EASUNREYRL,Easun Reyrolle Ltd. (EASUNREYRL)
XNSE,ASHOKLEY_UADJ,Ashok Leyland Ltd. (ASHOKLEY) Unadjusted Stock Prices
XNSE,JPASSOCIAT,Jaiprakash Associates Ltd. (JPASSOCIAT)
XNSE,IVIRBINVIT,IRB InvIT Fund (IVIRBINVIT)
XNSE,IVINDIGRID,India Grid Trust (IVINDIGRID)
XNSE,THYROCARE_UADJ,Thyrocare Technologies Limited (THYROCARE) Unadjusted Stock Prices
XNSE,RADIOCITY_UADJ,Music Broadcast Ltd (RADIOCITY) Unadjusted Stock Prices
XNSE,PREMIER,Premier Ltd. (PREMIER)
XNSE,PLASTIBLEN,Plastiblends India Ltd. (PLASTIBLEN)
XNSE,NELCO_UADJ,NELCO Ltd. (NELCO) Unadjusted Stock Prices
XNSE,MOSERBAER_UADJ,Moser Baer India Ltd. (MOSERBAER) Unadjusted Stock Prices
XNSE,JAYSREETEA,Jay Shree Tea & Industries Ltd. (JAYSREETEA)
XNSE,HSIL,HSIL Ltd (HSIL)
XNSE,IVIRBINVIT_UADJ,IRB InvIT Fund (IVIRBINVIT) Unadjusted Stock Prices
XNSE,LICNMFET_UADJ,LIC NOMURA Mutual Fund Asset Management Company Limited (LICNMFET) Unadjusted Stock Prices
XNSE,CEBBCO_UADJ,Commercial Engineers & Body Builders Co Limited (CEBBCO) Unadjusted Stock Prices
XNSE,WEIZMANIND_UADJ,Weizmann Ltd. (WEIZMANIND) Unadjusted Stock Prices
XNSE,VARDMNPOLY_UADJ,Vardhman Polytex Ltd. (VARDMNPOLY) Unadjusted Stock Prices
XNSE,PAPERPROD_UADJ,Huhtamaki PPL Ltd. (PAPERPROD) Unadjusted Stock Prices
XNSE,PRAKASHSTL_UADJ,Prakash Steelage Ltd (PRAKASHSTL) Unadjusted Stock Prices
XNSE,MIDCAPIWIN,ICICI Prudential Asset Management Company Ltd. (MIDCAPIWIN)
XNSE,MRF_UADJ,MRF Ltd. (MRF) Unadjusted Stock Prices
XNSE,KRIDHANINF,Kridhan Infra Ltd (KRIDHANINF)
XNSE,ARVINDREM_UADJ,Arvind Remedies Ltd. (ARVINDREM) Unadjusted Stock Prices
XNSE,INNOIND,Innoventive Industries Ltd (INNOIND)
XNSE,VENKEYS,Venky`s (India) Ltd. (VENKEYS)
XNSE,UCOBANK,UCO Bank (UCOBANK)
XNSE,IOLCP_UADJ,IOL Chemicals & Pharmaceuticals Ltd. (IOLCP) Unadjusted Stock Prices
XNSE,LICNFENGP,LIC NOMURA Mutual Fund Asset Management Company Limited (LICNFENGP)
XNSE,LICNFENGP_UADJ,LIC NOMURA Mutual Fund Asset Management Company Limited (LICNFENGP) Unadjusted Stock Prices
XNSE,GLFL_UADJ,Gujarat Lease Financing Ltd. (GLFL) Unadjusted Stock Prices
XNSE,TTML,Tata Teleservices (Maharashtra) Ltd. (TTML)
XNSE,POLARIS,Polaris Consulting & Services Ltd (POLARIS)
XNSE,NILAINFRA_UADJ,Nila Infrastructures Ltd. (NILAINFRA) Unadjusted Stock Prices
XNSE,NAVINFLUOR_UADJ,Navin Fluorine International Ltd. (NAVINFLUOR) Unadjusted Stock Prices
XNSE,INDIGO,InterGlobe Aviation Ltd. (INDIGO)
XNSE,CUMMINSIND_UADJ,Cummins India Ltd. (CUMMINSIND) Unadjusted Stock Prices
XNSE,BVCL,Barak Valley Cements Ltd. (BVCL)
XNSE,ALPHAGEO,Alphageo (India) Ltd. (ALPHAGEO)
XNSE,UTTAMVALUE,Uttam Value Steels Ltd (UTTAMVALUE)
XNSE,VKSPL_UADJ,VKS Projects Ltd (VKSPL) Unadjusted Stock Prices
XNSE,SARDAEN,Sarda Energy & Minerals Ltd. (SARDAEN)
XNSE,RAIN,Rain Industries Ltd (RAIN)
XNSE,SWARAJENG,Swaraj Engines Ltd. (SWARAJENG)
XNSE,MFSDAFIIIGR_UADJ,SBI Funds Management Private Limited (MFSDAFIIIGR) Unadjusted Stock Prices
XNSE,WHIRLPOOL_UADJ,Whirlpool of India Ltd. (WHIRLPOOL) Unadjusted Stock Prices
XNSE,GOKEX_UADJ,Gokaldas Exports Ltd. (GOKEX) Unadjusted Stock Prices
XNSE,ZENSARTECH_UADJ,Zensar Technologies Ltd. (ZENSARTECH) Unadjusted Stock Prices
XNSE,RUBYMILLS_UADJ,Ruby Mills Ltd. (RUBYMILLS) Unadjusted Stock Prices
XNSE,FAIRCHEM,Fairchem Speciality Ltd. (FAIRCHEM)
XNSE,SMDEVIT,Dev Information Technology Ltd (SMDEVIT)
XNSE,TTKHLTCARE_UADJ,TTK Healthcare Ltd. (TTKHLTCARE) Unadjusted Stock Prices
XNSE,OMMETALS_UADJ,OM Metals Infraprojects Ltd. (OMMETALS) Unadjusted Stock Prices
XNSE,KOKUYOCMLN_UADJ,Kokuyo Camlin Ltd (KOKUYOCMLN) Unadjusted Stock Prices
XNSE,KICL,Kalyani Investment Co Ltd (KICL)
XNSE,SUMMITSEC,Summit Securities Ltd (SUMMITSEC)
XNSE,RELINFRA_UADJ,Reliance Infrastructure Ltd (RELINFRA) Unadjusted Stock Prices
XNSE,INOXWIND_UADJ,Inox Wind Ltd (INOXWIND) Unadjusted Stock Prices
XNSE,FCONSUMER,Future Consumer Ltd (FCONSUMER)
XNSE,SMZOTA,Zota Health Care Ltd (SMZOTA)
XNSE,TATAINVEST,Tata Investment Corporation Ltd. (TATAINVEST)
XNSE,VAKRANGEE,Vakrangee Ltd (VAKRANGEE)
XNSE,SPCENET_UADJ,Spacenet Enterprises India Ltd. (SPCENET) Unadjusted Stock Prices
XNSE,SIMBHALS_UADJ,Simbhaoli Sugars Ltd. (SIMBHALS) Unadjusted Stock Prices
XNSE,PODDARMENT,Poddar Pigments Ltd. (PODDARMENT)
XNSE,UNITEDTEA,United Nilgiri Tea Estates Co. Ltd. (UNITEDTEA)
XNSE,TWL_UADJ,Titagarh Wagons Ltd (TWL) Unadjusted Stock Prices
XNSE,ROLLT,Rollatainers Ltd (ROLLT)
XNSE,RAMANEWS_UADJ,Shree Rama Newsprint Ltd (RAMANEWS) Unadjusted Stock Prices
XNSE,ROLLT_UADJ,Rollatainers Ltd (ROLLT) Unadjusted Stock Prices
XNSE,RECLTD_UADJ,Rural Electrification Corporation Ltd (RECLTD) Unadjusted Stock Prices
XNSE,NTPC_UADJ,NTPC Ltd. (NTPC) Unadjusted Stock Prices
XNSE,EUROCERA,Euro Ceramics Ltd. (EUROCERA)
XNSE,CEATLTD_UADJ,Ceat Ltd. (CEATLTD) Unadjusted Stock Prices
XNSE,ISFT,Intrasoft Technologies Limited (ISFT)
XNSE,IITL,Industrial Investment Trust Ltd. (IITL)
XNSE,GRASIM,Grasim Industries Ltd. (GRASIM)
XNSE,HILTON_UADJ,Hilton Metal Forging Ltd. (HILTON) Unadjusted Stock Prices
XNSE,HEG,H.E.G. Ltd. (HEG)
XNSE,GANGOTRI_UADJ,Gangotri Textiles Ltd. (GANGOTRI) Unadjusted Stock Prices
XNSE,DEEPAKNTR_UADJ,Deepak Nitrite Ltd. (DEEPAKNTR) Unadjusted Stock Prices
XNSE,EIDPARRY,E.I.D.-Parry (India) Ltd. (EIDPARRY)
XNSE,NH_UADJ,Narayana Hrudayalaya Ltd (NH) Unadjusted Stock Prices
XNSE,SUTLEJTEX_UADJ,Sutlej Textiles and Industries Ltd (SUTLEJTEX) Unadjusted Stock Prices
XNSE,EDELWEISS,Edelweiss Financial Services Ltd (EDELWEISS)
XNSE,SGFL_UADJ,Shree Ganesh Forgings Ltd. (SGFL) Unadjusted Stock Prices
XNSE,CHEMFALKAL_UADJ,Chemfab Alkalis Ltd. (CHEMFALKAL) Unadjusted Stock Prices
XNSE,MPSLTD_UADJ,MPS Ltd (MPSLTD) Unadjusted Stock Prices
XNSE,DSSL,Dynacons Systems & Solutions Ltd. (DSSL)
XNSE,EMKAY_UADJ,Emkay Global Financial Services Ltd (EMKAY) Unadjusted Stock Prices
XNSE,ESSELPACK_UADJ,Essel Propack Ltd (ESSELPACK) Unadjusted Stock Prices
XNSE,HONDAPOWER_UADJ,Honda SIEL Power Products Ltd. (HONDAPOWER) Unadjusted Stock Prices
XNSE,TFL,Transwarranty Finance Ltd. (TFL)
XNSE,SMHUSYSLTD_UADJ,Husys Consulting Ltd. (SMHUSYSLTD) Unadjusted Stock Prices
XNSE,SMPANACHE,Panache Digilife Ltd (SMPANACHE)
XNSE,INDIACEM,India Cements Ltd. (INDIACEM)
XNSE,OMKARCHEM,Omkar Speciality Chemicals Ltd (OMKARCHEM)
XNSE,STCINDIA_UADJ,State Trading Corporation of India Ltd. (STCINDIA) Unadjusted Stock Prices
XNSE,MOREPENLAB,Morepen Laboratories Ltd. (MOREPENLAB)
XNSE,JAICORPLTD_UADJ,Jai Corp Ltd. (JAICORPLTD) Unadjusted Stock Prices
XNSE,SMOPAL_UADJ,Opal Luxury Time Products Ltd (SMOPAL) Unadjusted Stock Prices
XNSE,VSSL,Vardhman Special Steels Ltd. (VSSL)
XNSE,UNITECH_UADJ,Unitech Ltd. (UNITECH) Unadjusted Stock Prices
XNSE,VICEROY,Viceroy Hotels Ltd. (VICEROY)
XNSE,TECHNO_UADJ,Techno Electric & Engineering Co. Ltd. (TECHNO) Unadjusted Stock Prices
XNSE,SUNTV_UADJ,Sun TV Network Ltd. (SUNTV) Unadjusted Stock Prices
XNSE,ROSSELLIND_UADJ,Rossell India Ltd (ROSSELLIND) Unadjusted Stock Prices
XNSE,PSB_UADJ,Punjab & Sind Bank (PSB) Unadjusted Stock Prices
XNSE,REISIXTEN,REI Six Ten Retail Ltd (REISIXTEN)
XNSE,POKARNA,Pokarna Ltd. (POKARNA)
XNSE,PODDARMENT_UADJ,Poddar Pigments Ltd. (PODDARMENT) Unadjusted Stock Prices
XNSE,NIFTYIWIN_UADJ,ICICI Prudential Asset Management Company Ltd. (NIFTYIWIN) Unadjusted Stock Prices
XNSE,LAOPALA,La Opala RG Ltd. (LAOPALA)
XNSE,JSLHISAR_UADJ,Jindal Stainless (Hisar) Ltd (JSLHISAR) Unadjusted Stock Prices
XNSE,KPIT,KPIT Technologies Ltd (KPIT)
XNSE,CANTABIL,Cantabil Retail India Ltd (CANTABIL)
XNSE,BSE,BSE Ltd (BSE)
XNSE,KOLTEPATIL,Kolte-Patil Developers Ltd. (KOLTEPATIL)
XNSE,GVKPIL_UADJ,GVK Power & Infrastructure Ltd. (GVKPIL) Unadjusted Stock Prices
XNSE,FEDDERLOYD_UADJ,Fedders Electric & Engineering Ltd (FEDDERLOYD) Unadjusted Stock Prices
XNSE,HERITGFOOD_UADJ,Heritage Foods Ltd (HERITGFOOD) Unadjusted Stock Prices
XNSE,HNGSNGBEES,Goldman Sachs Asset Management (India) Pvt. Ltd. (HNGSNGBEES)
XNSE,GTLINFRA,GTL Infrastucture Ltd (GTLINFRA)
XNSE,BERGEPAINT_UADJ,Berger Paints India Ltd. (BERGEPAINT) Unadjusted Stock Prices
XNSE,GREENFIRE_UADJ,Proseed India Ltd. (GREENFIRE) Unadjusted Stock Prices
XNSE,DCMSHRIRAM,DCM Shriram Ltd. (DCMSHRIRAM)
XNSE,GALLISPAT_UADJ,Gallantt Ispat Ltd (GALLISPAT) Unadjusted Stock Prices
XNSE,GISOLUTION,GI Engineering Solutions Ltd. (GISOLUTION)
XNSE,BHEL_UADJ,Bharat Heavy Electricals Ltd. (BHEL) Unadjusted Stock Prices
XNSE,ESABINDIA,ESAB India Ltd. (ESABINDIA)
XNSE,BEL_UADJ,Bharat Electronics Ltd. (BEL) Unadjusted Stock Prices
XNSE,EMMBI,Emmbi Industries Ltd (EMMBI)
XNSE,BANSWRAS,Banswara Syntex Ltd. (BANSWRAS)
XNSE,BATAINDIA,Bata India Ltd. (BATAINDIA)
XNSE,BALMLAWRIE,Balmer Lawrie & Co. Ltd. (BALMLAWRIE)
XNSE,MANUGRAPH_UADJ,Manugraph India Ltd. (MANUGRAPH) Unadjusted Stock Prices
XNSE,PDPL,Parenteral Drugs (India) Ltd. (PDPL)
XNSE,AIFL_UADJ,Ashapura Intimates Fashion Ltd (AIFL) Unadjusted Stock Prices
XNSE,JCTEL,JCT Electronics Ltd. (JCTEL)
XNSE,MURLIIND_UADJ,Murli Industries Ltd. (MURLIIND) Unadjusted Stock Prices
XNSE,SETFNIFTY_UADJ,SBI Funds Management Private Limited (SETFNIFTY) Unadjusted Stock Prices
XNSE,CASTEXTECH_UADJ,Castex Technologies Ltd. (CASTEXTECH) Unadjusted Stock Prices
XNSE,FSL,Firstsource Solutions Ltd. (FSL)
XNSE,KOTAKNV20,Kotak Mahindra Asset Management Company Ltd (KOTAKNV20)
XNSE,SHANTIGEAR_UADJ,Shanthi Gears Ltd. (SHANTIGEAR) Unadjusted Stock Prices
XNSE,TIJARIA_UADJ,Tijaria Polypipes Ltd (TIJARIA) Unadjusted Stock Prices
XNSE,IMIDCAP,ICICI Prudential Asset Management Company Ltd. (IMIDCAP)
XNSE,TITAN,Titan Co. Ltd (TITAN)
XNSE,SETFNIF50_UADJ,SBI Funds Management Private Limited (SETFNIF50) Unadjusted Stock Prices
XNSE,SALZERELEC_UADJ,Salzer Electronics Ltd. (SALZERELEC) Unadjusted Stock Prices
XNSE,N100_UADJ,Motilal Oswal Asset Management Company Limited (N100) Unadjusted Stock Prices
XNSE,JPOLYINVST,Jindal Poly Investment & Finance Co. Ltd. (JPOLYINVST)
XNSE,NV20IWIN_UADJ,ICICI Prudential Asset Management Company Ltd. (NV20IWIN) Unadjusted Stock Prices
XNSE,MEP,MEP Infrastructure Developers Ltd. (MEP)
XNSE,SMPL,Splendid Metal Products Ltd. (SMPL)
XNSE,SMHITECH,Hi-Tech Pipes Ltd. (SMHITECH)
XNSE,NAGREEKEXP,Nagreeka Exports Ltd. (NAGREEKEXP)
XNSE,TIL_UADJ,TIL Ltd. (TIL) Unadjusted Stock Prices
XNSE,VSSL_UADJ,Vardhman Special Steels Ltd. (VSSL) Unadjusted Stock Prices
XNSE,TIMESGTY,Times Guaranty Ltd. (TIMESGTY)
XNSE,POWERMECH_UADJ,Power Mech Projects Ltd. (POWERMECH) Unadjusted Stock Prices
XNSE,ORISSAMINE,Orissa Minerals Development Co Ltd (ORISSAMINE)
XNSE,TNPETRO,Tamilnadu Petroproducts Ltd. (TNPETRO)
XNSE,VISUINTL_UADJ,Visu International Ltd. (VISUINTL) Unadjusted Stock Prices
XNSE,ZEEL_UADJ,Zee Entertainment Enterprises Ltd (ZEEL) Unadjusted Stock Prices
XNSE,TULSI_UADJ,Tulsi Extrusions Ltd (TULSI) Unadjusted Stock Prices
XNSE,VTL,Vardhman Textiles Ltd (VTL)
XNSE,VEDL_UADJ,Vedanta Ltd (VEDL) Unadjusted Stock Prices
XNSE,SKFINDIA,SKF India Ltd. (SKFINDIA)
XNSE,NIITLTD_UADJ,NIIT Ltd. (NIITLTD) Unadjusted Stock Prices
XNSE,SMMCL_UADJ,Madhav Copper Ltd. (SMMCL) Unadjusted Stock Prices
XNSE,VIVIDHA,Visagar Polytex Ltd (VIVIDHA)
XNSE,TANLA,Tanla Solutions Ltd. (TANLA)
XNSE,N100,Motilal Oswal Asset Management Company Limited (N100)
XNSE,MANAPPURAM_UADJ,Manappuram Finance Ltd (MANAPPURAM) Unadjusted Stock Prices
XNSE,KAUSHALYA_UADJ,Kaushalya Infrastructure Development Corp.Ltd. (KAUSHALYA) Unadjusted Stock Prices
XNSE,VIJIFIN,Viji Finance Ltd. (VIJIFIN)
XNSE,VASCONEQ_UADJ,Vascon Engineers Limited (VASCONEQ) Unadjusted Stock Prices
XNSE,SURANAT_P_UADJ,Surana Telecom and Power Ltd. (SURANAT&P) Unadjusted Stock Prices
XNSE,PSL,PSL Ltd. (PSL)
XNSE,GBSGBMAR25_UADJ,India (GBSGBMAR25) Unadjusted Stock Prices
XNSE,TIIL_UADJ,Technocraft Industries (India) Ltd. (TIIL) Unadjusted Stock Prices
XNSE,SMLAXMICOT_UADJ,Laxmi Cotspin Ltd (SMLAXMICOT) Unadjusted Stock Prices
XNSE,ZENITHBIR_UADJ,Zenith Birla (India) Ltd (ZENITHBIR) Unadjusted Stock Prices
XNSE,TTL_UADJ,T T Ltd. (TTL) Unadjusted Stock Prices
XNSE,SMMCL,Madhav Copper Ltd. (SMMCL)
XNSE,TVSMOTOR,TVS Motor Co Ltd. (TVSMOTOR)
XNSE,RSSOFTWARE_UADJ,R.S Software (India) Ltd. (RSSOFTWARE) Unadjusted Stock Prices
XNSE,RSSOFTWARE,R.S Software (India) Ltd. (RSSOFTWARE)
XNSE,MONTECARLO_UADJ,Monte Carlo Fashions Ltd. (MONTECARLO) Unadjusted Stock Prices
XNSE,TINPLATE,Tinplate Company of India Ltd. (TINPLATE)
XNSE,STAR_UADJ,Strides Shasun Ltd. (STAR) Unadjusted Stock Prices
XNSE,SIMPLEX,Simplex Projects Ltd. (SIMPLEX)
XNSE,PODDARHOUS,Poddar Housing & Development Ltd. (PODDARHOUS)
XNSE,NELCAST_UADJ,Nelcast Ltd. (NELCAST) Unadjusted Stock Prices
XNSE,NRAIL_UADJ,N.R. Agarwal Industries Ltd. (NRAIL) Unadjusted Stock Prices
XNSE,TI,Tilaknagar Industries Ltd. (TI)
XNSE,PAPERPROD,Huhtamaki PPL Ltd. (PAPERPROD)
XNSE,TARMAT,Tarmat Ltd (TARMAT)
XNSE,SUPREMETEX_UADJ,Supreme Tex mart Ltd (SUPREMETEX) Unadjusted Stock Prices
XNSE,SALORAINTL_UADJ,Salora International Ltd. (SALORAINTL) Unadjusted Stock Prices
XNSE,SUNDARAM_UADJ,Sundaram Multi Pap Ltd. (SUNDARAM) Unadjusted Stock Prices
XNSE,SETFNN50,SBI Funds Management Private Limited (SETFNN50)
XNSE,SSWL_UADJ,Steel Strips Wheels Ltd. (SSWL) Unadjusted Stock Prices
XNSE,SATHAISPAT_UADJ,Sathavahana Ispat Ltd. (SATHAISPAT) Unadjusted Stock Prices
XNSE,SPYL,Shekhawati Poly-Yarn Limited (SPYL)
XNSE,RSWM,RSWM Ltd. (RSWM)
XNSE,SELMCL_UADJ,SEL Manufacturing Co. Ltd. (SELMCL) Unadjusted Stock Prices
XNSE,SHREEPUSHK_UADJ,Shree Pushkar Chemicals & Fertilisers Ltd (SHREEPUSHK) Unadjusted Stock Prices
XNSE,SHEMAROO,Shemaroo Entertainment Ltd. (SHEMAROO)
XNSE,PRAKASHCON_UADJ,Prakash Constrowell Ltd (PRAKASHCON) Unadjusted Stock Prices
XNSE,REDINGTON,Redington (India) Ltd. (REDINGTON)
XNSE,RAJOIL,Raj Oil Mills Ltd (RAJOIL)
XNSE,PLASTIBLEN_UADJ,Plastiblends India Ltd. (PLASTIBLEN) Unadjusted Stock Prices
XNSE,NETWORK18_UADJ,Network 18 Media & Investments Ltd. (NETWORK18) Unadjusted Stock Prices
XNSE,RUPA_UADJ,Rupa & Company Ltd (RUPA) Unadjusted Stock Prices
XNSE,KALYANIFRG,Kalyani Forge Ltd. (KALYANIFRG)
XNSE,JMFINANCIL_UADJ,JM Financial Ltd. (JMFINANCIL) Unadjusted Stock Prices
XNSE,HARITASEAT,Harita Seating Systems Ltd. (HARITASEAT)
XNSE,RBL_UADJ,Rane Brake Lining Ltd (RBL) Unadjusted Stock Prices
XNSE,PTC_UADJ,PTC India Ltd. (PTC) Unadjusted Stock Prices
XNSE,JBMA_UADJ,JBM Auto Ltd (JBMA) Unadjusted Stock Prices
XNSE,DISHTV,Dish TV India Ltd (DISHTV)
XNSE,PRAJIND,Praj Industries Ltd. (PRAJIND)
XNSE,PNBHOUSING,PNB Housing Finance Ltd. (PNBHOUSING)
XNSE,ORIENTHOT,Oriental Hotels Ltd. (ORIENTHOT)
XNSE,NUCLEUS,Nucleus Software Exports Ltd. (NUCLEUS)
XNSE,FEL,Future Enterprises Ltd. (FEL)
XNSE,MOHITIND_UADJ,Mohit Industries Ltd. (MOHITIND) Unadjusted Stock Prices
XNSE,NHPC_UADJ,NHPC Limited (NHPC) Unadjusted Stock Prices
XNSE,INDOWIND_UADJ,Indowind Energy Ltd. (INDOWIND) Unadjusted Stock Prices
XNSE,DONEAR,Donear Industries Ltd. (DONEAR)
XNSE,NEULANDLAB,Neuland Laboratories Ltd. (NEULANDLAB)
XNSE,M_MFIN,Mahindra & Mahindra Financial Services Ltd. (M_MFIN)
XNSE,MUNJALSHOW_UADJ,Munjal Showa Ltd. (MUNJALSHOW) Unadjusted Stock Prices
XNSE,GROBTEA,Grob Tea Co Ltd (GROBTEA)
XNSE,MOTHERSUMI_UADJ,Motherson Sumi Systems Ltd. (MOTHERSUMI) Unadjusted Stock Prices
XNSE,JUBLINDS,Jubilant Industries Ltd (JUBLINDS)
XNSE,MAJESCO_UADJ,Majesco Ltd (MAJESCO) Unadjusted Stock Prices
XNSE,MADHUCON,Madhucon Projects Ltd. (MADHUCON)
XNSE,JMTAUTOLTD,JMT Auto Ltd. (JMTAUTOLTD)
XNSE,LLOYDELENG,LEEL Electricals Ltd (LLOYDELENG)
XNSE,FCL_UADJ,Fineotex Chemical Ltd (FCL) Unadjusted Stock Prices
XNSE,CIGNITITEC,Cigniti Technologies Ltd (CIGNITITEC)
XNSE,LFIC,Lakshmi Finance & Industrial Corporation Ltd (LFIC)
XNSE,GRANULES,Granules India Ltd. (GRANULES)
XNSE,KOTAKGOLD,Kotak Mahindra Asset Management Company Ltd (KOTAKGOLD)
XNSE,KOTAKNIFTY,Kotak Mahindra Asset Management Company Ltd (KOTAKNIFTY)
XNSE,KCP,KCP Ltd. (KCP)
XNSE,GULFPETRO,GP Petroleums Ltd. (GULFPETRO)
XNSE,IFBIND,IFB Industries Ltd. (IFBIND)
XNSE,KOTARISUG,Kothari Sugars & Chemicals Ltd. (KOTARISUG)
XNSE,DEEPIND,Deep Industries Ltd. (DEEPIND)
XNSE,KOTAKBANK,Kotak Mahindra Bank Ltd. (KOTAKBANK)
XNSE,INFRABEES_UADJ,Goldman Sachs Asset Management (India) Pvt. Ltd. (INFRABEES) Unadjusted Stock Prices
XNSE,KANORICHEM,Kanoria Chemicals & Industries Ltd. (KANORICHEM)
XNSE,JINDALSTEL_UADJ,Jindal Steel & Power Ltd. (JINDALSTEL) Unadjusted Stock Prices
XNSE,INDSWFTLTD,Ind-Swift Ltd. (INDSWFTLTD)
XNSE,KABRAEXTRU_UADJ,Kabra Extrusiontechnik Ltd. (KABRAEXTRU) Unadjusted Stock Prices
XNSE,IFBAGRO_UADJ,IFB Agro Industries Ltd. (IFBAGRO) Unadjusted Stock Prices
XNSE,JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd. (JBCHEPHARM)
XNSE,JAMNAAUTO,Jamna Auto Industries Ltd. (JAMNAAUTO)
XNSE,EKC_UADJ,Everest Kanto Cylinder Ltd. (EKC) Unadjusted Stock Prices
XNSE,CTE,Cambridge Technology Enterprises Ltd. (CTE)
XNSE,AKZOINDIA_UADJ,Akzo Nobel India Ltd. (AKZOINDIA) Unadjusted Stock Prices
XNSE,JAIHINDPRO_UADJ,Jaihind Projects Ltd. (JAIHINDPRO) Unadjusted Stock Prices
XNSE,HINDDORROL_UADJ,Hindustan Dorr-Oliver Ltd. (HINDDORROL) Unadjusted Stock Prices
XNSE,INTELLECT,Intellect Design Arena Ltd (INTELLECT)
XNSE,HANUNG,Hanung Toys & Textiles Ltd. (HANUNG)
XNSE,HDFCNIFETF,HDFC Asset Management Company Ltd. (HDFCNIFETF)
XNSE,EIHOTEL,EIH Ltd. (EIHOTEL)
XNSE,ALBK_UADJ,Allahabad Bank (ALBK) Unadjusted Stock Prices
XNSE,GRAPHITE_UADJ,Graphite India Ltd (GRAPHITE) Unadjusted Stock Prices
